Theme,Title,Poem
New Baby,I Will Fight For You,"It does not matter if you're a boy or a girl,

I will fight with the whole world to treat you well;


Your tiny little hands and your tender sweet lips,

Can't wait to see you my dear and feel your kiss;


My dear child the first time when you begin to speak, 

My heart will be at it's highest possible peak;


And if you ever fall and hurt yourself,

I will teach you how to get up and walk myself;


I will take care of you and make you grow nice and strong,

So that even when I am gone, you can live life long."
New Baby,Those little hands,"Those little feet and tiny hands,

It will take time to understand, 

Face like an angel sleeping so tight, 

Brightens the day and night, 

Congrats on birth of your baby doll,

Your life will take a turn and roll!"
New Baby,Cuddles and joy,"So many hugs and cuddles, 

A bright smile on the face,

Running from tip to toe, 

Difficult is this chase, 

So are you ready to play with your baby, 

Congrats on the arrival of your baby!"
New Baby,Its life when I know,"It is life when a tiny hand 

Clutches your hand and smile 

It's a feeling which is out of the world

It is a feeling so surreal 

Thank you my baby for coming in my life 

For completing me as a person

I can't thank you enough for happiness 

Can't thank you enough for the smile 

You are and will always be for me 

You are my happiness in every while 

I promise that I will love you 

Forever and ever in my life!"
New Baby,You are my baby I know,"You are my baby I know that 

I have given you a life 

I am proud to see you smile 

So happy to see you happy this way 

When your tiny feet sways along 

When your hands clap on the beat

I can sense that happiness within 

I can sense a whole new feeling 

It is wonderful how I see you each day 

Growing up bit by bit 

I am so blessed to have you in my life 

So blessed to hold you tight 

You will stay in my heart forever 

I love you my baby..My child!"
New Baby,Congrats to you,"Congrats to you as your baby has come, 

Blow the triumph and the drum, 

Spread the word of joy, 

Sound of the talking toy, 

Enjoy this phase of life as this time will not return, 

You are a mother now; it's your turn, 

Congrats to you!"
New Baby,Your little one,"Your little baby has arrived today, 

There is so much to do and play, 

With smile so bright and face so dear, 

So, spread the message loud and clear,

That your baby has arrived,

Congrats to you my dear!"
New Baby,The first time I took you,"The first time I took you in my hands 

Something moved me completely 

Like a new life I gave birth too 

It felt as if the world is new 

So happy that you have come in my life 

You have completed me in every sense 

You have made me a mom 

I am so blessed to have this feeling 

So happy that you are mine 

It is a feeling so pure and so divine 

Thanks for making me complete 

Thanks for making me a mom my sweet 

Little bundle of joy!"
New Baby,My Beautiful Angel,"Once upon a time I prayed to God for an angel,

To enter my life, to make it happy and joyful,


A few days ago that little angel popped in my womb

I knew my angel was more beautiful than even the moon.


The first time she kicked to make me feel her presence,

I wrapped my arms around my little excrescence


Today I gave birth to that little piece of love

She's a piece of my heart, who's purer than a dove.


The little angel in my arms is sweeter than a marshmallow,

And she is so beautiful even without a halo."
New Baby,I have spent nine months,"I have spent my nine months 

Realizing that you are special for me 

The kicks you used to give me 

Sometimes with that silent gestures 

I could feel a life within 

I could feel that wonderful feeling 

So blessed to take you in my hands today 

It's just a very special day 

When you are with me my baby 

I do not have words to express 

That it feels awesome to be a mom 

I am thankful to you my angel 

For coming along 

And making my life worthy 

Thank you so much for making me a mom!"
Funny,I am silly,"Hey! So what if I am silly,

So what if I am dumb,
 
It is better to stay this way
 
Then being a little numb,
 
Life is too good you know,
 
It will truly show,
 
You shade of things, 

Have a happy day!"
Funny,Saw a cat,"I saw a cat the other day ,

Lol I don't know what to say, 

The cat was looking very fat, 

I felt like giving it a pat, 

But, then she went away, 

I still don't have any words to say!"
Funny,The Free Three,"Now that I remember, let me

Tell you a story of a group of three.

Good friends they were,

Who enjoyed it all, if only it was for free.


Hung out with some, waved along to most, but failed to befriend any.

One blamed it on other, and they other on another, they never chipped in a penny.

Together always they came with a smile, and together they always walked 

When they hung out with some and waved along to most, the true reasons were never talked.


Day after day, and week after week, they came, cherished and smiled with glee 

Till one fine day, when everyone got robbed except for our 'free three'.

The streets were scanned and choppers were shot, but they bothered no clue,

And although one is dead, other hanged, I know the third is you."
Funny,The wind so fast,"The wind was blowing so fast, 

I really don't remember the cast, 

There were many people there, 

I am not lying I swear, 

I could not see anything there, 

I could not see or bear!"
Funny,A monkey on tree,"I saw a monkey sitting on the tree, 

He was having a banana up there, 

He was also singing a song, 

Now, you would say what's wrong,
 
So why are you reading this, 

I did not miss, so why do you miss!

Lol"
Funny,Life does not,"Life does not give a reason,
 
It takes test all the time,
 
In every other season,
 
Life is too boring you know,

It will never show 

It's stupid side to you,
 
Hope you stay in blessed few!"
Funny,A plan to surprise,"I have a plan to surprise my mom today, 

It's not like I do every day,  

I will say mom and she will get scared, 
 
As I did said and she got frightened in the bed,  

I said that I was joking with you,  

She said she would shout,  

And then she said get out!"
Funny,I lost my toy,"I think I lost my toy, 
 
I lost all the joy,  

Then mom came up to me,  

She said to me that see,  

I got your toy oh dear,  

It was lying so near, 

I also found my joy!"
Funny,Make something to eat,"I want to make something to eat,  

Something that would be tasty and treat, 
 
I then made a lovely cake,  

It took me some time to bake,  

But, then my brother ate the cake, 
 	
I hate him so much, why did he eat my cake!"
Funny,When it rains,"Rain is coming from so many days, 

Stop the rain a person says, 

But rain is not going through, 

I think I will get a screw, 

Then rain will go away, 

Then we all can sway!"
Funny,A little dog,"I had a little dog so cute,  

Sometimes he would speak so much, 
 
Sometimes he would go mute,  

Tom was the name of my cute dog,  
 
He was so lovely little dog,  

That he never used to bark!"
Funny,The fish was swimming,"The fish was swimming in the pool, 

And, I was watching like a fool,

The fish was swimming in the sea,

And I could very well see, 

The fish was diving in water, 

Now please don't hit me hard, 

Because I really don't bother!"
Funny,Life is short,"Life is too short my friend,
 
So, you just don't pretend 

Show off your teeth so white, 

Because you would look alright,
 
And with your funny face,
 
You would rest that grace,
 
Have a nice day!"
Funny,If I was a bird,"If I was a bird,  

I would fly in the sky, 
 
I would really go up there till the sky,  

But, I am not a bird,  

So, I like to cry  

Why can't I go up there in the sky?  

If I was a bird!"
Funny,Roses are red,"Roses might be red, 

Violets might be blue, 

This is so authentic, 

This is so true, 

But, what will I do, 

I really have no clue, LOL!"
Funny,The sky is high,"Look at the sky,
 
Why it is so blue,
 
Because the day feels so new,
 
And, you also have no clue,
 
That you are one in few,
 
That makes sense, no I know,
 
It was just a time pass to show,
 
That I am missing you!"
Funny,If We Can Change The World Someday,"If We can change the world someday,

This crumbling world of evil play.

We might start with the shameless good leaders,

Slap them all, the corruption breeders.



Then moving on, and thinking high,

We'll grant every honest soul with powers to fly.

No one would bother the traffics and hooters,

Flying around in peace, over the potential looters.



If we can change the world someday,

This crumbling world of evil play.


Then drifting on to the emotional side, 
Gifting all with a new pride, 
To start again in this reviving world,
So that equality strikes us at once, as things uncurl.


But most importantly, for the betterment of our new world, we dream,

We'll have to take the sinners out, and the measures shall be extreme.

But if we spare no mercy, and slay all those who greed,

I wonder who will form this new world, since to cheat is now a human need."
Funny,Mary had a lamb,"Mary had a little lamb, 

So what will I do? 

She also had a bear, 

So should I have a clue? 

Mary you do your own thing, 

And, let me do something new!"
Dreams,When you dream big,"When you dream big,
 
It lets you achieve even the impossible
 
It lets you achieve every thing
 
When you dream big 

You get a sense of things,

Which is absent in being,
 
When you dream big 

You achieve in life,
 
Dream big tonight!"
Dreams,It also feels so good,"Feels so good as the dreams look real 

But when I open my eyes 

Everything gets vanished from the sight 

I wanted to hold the dream for long 

I wanted to complete that song 

My dream which made me smile 

But, ended up in a while 

I hope that I can have the same dream tonight 

Dreams that are in sight!"
Dreams,When you dream,"When you dream, you also wish 

For things you don't have
 
For things you want to have 

Dreaming lets you see things in different light 

It makes your life a tad brighter,
 
Dreaming is life,

Dream big and you will win in life!"
Dreams,It is so good to hold on to dreams,"Its good to hold on to your dreams 

Its good to think ahead in time 

For your dreams can help you sail through 

In all your testing time 

A good hope of a life that you want to live
 
A hope that things will change with time
 
Dream big as you dream tonight 

It will be a pleasant sight 

Dream big my dear tonight!"
Dreams,I Had A Dream,"Last night I had a dream, 

I dreamt of rivers, I dreamt of streams,

I dreamt of the big blue sky,

I dreamt of the animals down and the birds flying high. 

I dreamt of a world where no one knew what was hate,

I dreamt of a time where nobody would curse their fate. 

I dreamt of people who's hearts were filled with love,

I dreamt of adults who's mind was pure as a dove. 

I dreamt of a day when no child would go hungry to bed,

I dreamt of a world where everyone would share their bread. 

I dreamt of a world of forgiveness and compassion, 

I dreamt that the world was a family & helping each other was their passion. 

I woke up in the morning to a world that my dream hardly knew, 

But then I jolted myself and promised that I gotta make this dream come true!  

No discussing brand new crushes,

No acting insane together, no arguments that are baseless. 

Life is definitely nothing without friends,

And that's why I never want this friendship to ever end."
Dreams,Some dreams are big,"Some dreams are big in life 

And some are pretty small for time 

But dreams just give a peace of mind 

Of things we just can't do 

Dreams take you to another world 

A world which is so new 

Dreams make me smile 

So what for a while 

Dreams are truly bliss!"
Dreams,The power of dreams,"Dream big and realize the power of dreams,

Dream big and make your own way,

Dream gives you a new hope,
 
It lets you have your say 

Dream big and be happy in life
 
Dream big and be a little wise,
 
That is the power of dreams!"
Dreams,The world of dreams is so pretty,"The world of dreams is so beautiful 

Where everything looks so wonderful 

Its the moment when you can live your life 

You can just be as you are 

The world of dreams can take you high
 
In that world high up the sky 

Dreams can be so wonderful
 
It leads your life to so colorful! 

Dreams the world tonight!"
Dreams,Dreaming Requires Courage,"Dreaming is not something that everyone can do,

It requires courage that is the trait of only a few. 

And even if the rest of the world laughs at you,

Just believe in yourself for dreams do come true. 

Dare to dream!"
Dreams,To dream is true,"The value of dream should be known

To someone who is deprived,

To someone who strives,

To achieve a goal of life 

The value of dream lets you be 

It lets you see, 

The whole new world of fantasy 

That is the value of dreams!"
Dreams,Dreams just let you be,"Dreams are real when you strive for it 

They take you to another world of fantasy 

Where things are pretty you can see 

Dreams can take you to another life 

Where you don't have to really strive 

Dreams so true when there is a feeling of pleasure 

You feel so good and you feel so new 

Its the dreams only for you!"
Dreams,A good old tomorrow to come,"As I dream about tomorrow where pretty thoughts in my mind 

There is something that I want 

As there is peace of different kind 

I don't want to leave this world 

I don't want to unwind 

For dreams just let me be 

For dream is my friend 

There is just no pretend!"
Dreams,My dreams have a special place,"My dreams have a special place for me 

My dreams take me to another world of fantasy 

Where things are just there to see 

Where in feel so glee 

My dreams let me the real me 

When there is nothing so fake 

Dream is all it takes to get where you want to be 

My dreams just let me be!"
Dreams,I know that it can't be true,"Dreams when I know can't be true 

Then also have some hope within 

Dreams I know will take away my pain 

For a moment or even for a sight 

Getting there to a pleasant night
 
When things I can do and want to 

Dreams can let me do what I wish to do 

Its me and my dreams tonight! 

For a night is going to be so bright!"
Dreams,When everything changes in life,"Things do change with time 

You have to go with the flow 

But one thing is in your hands 

The dreams of tonight 

When you are able to understand 

The life that you wanted to live 

And many things that you wanted to give 

Dreams can take you to another world of reality 

Dreams will stay with you all the way 

A place you can have your say!"
Dreams,The world that I care for,"Dreams are the world where I can be myself
 
I can choose to do my way 

I can just have my say 

My dreams reflect my personality 

My dreams are a refection of my life 

Another world of my destiny 

My dreams are there for me!"
Dreams,The Colors of My Dream,"Every night I dream about a VIOLET garden,

I dream about RED cheeky children. 

I dream about the big BLUE sky,

I dream about the WHITE clouds up high. 

I dream about INDIGO flowers and the GREEN grass,

I dream about VIOLET rivers and streams stretching out vast.

I dream about listening to PINK and PURPLE birds hum,

I dream about YELLOW and ORANGE big bright sun. 

I wish that when I wake up, I see a world just like that,

I wish to wake up to a world that is worth looking at."
Dreams,Dreaming away,"Don't waste your time dreaming away,
 
Have that power to say 

Make your dreams turn into reality,

It will make you happy in actuality, 

Dream big and soar high in life
 
Then you won't have to strive 

Dream and fulfill your desire 

You will get only higher!"
Dreams,A life where I can see,"I dream of a life where I can see 

All the things of fantasy  

Where I can find some peace of mind 

Where people are so very kind 

Where I can get what I want 

And I can be able to really flaunt 

The way I want to be in life 

Free of all the stress and strive! 

I dream of a life so good! 

May my dream turn to reality 

Touch wood!"
Dreams,Don't ever judge your dreams,"Don't ever your dreams die inside you 

Let your dreams truly speak for you 

Dreams can take you to another world 

Where things are just a few 

But when you know that they can be true 

Give your best shot for that 

For life can take a new turn 

And dreams can be true for you 

So, don't ever your dreams die inside you!"
Success,Think beyond your means in life,"Think beyond all means and get there 

You will get your own share 

The road of success is tough for sure 

But you must need to get assured 

If it's written in your destiny 

You will reach your way 

You will announce the world aloud 

And have your say 

Success is a difficult to catch 

For it's not an easy prey 

Hope and you will be there someday!"
Success,If you ever quit before trying,"If you quit before trying how will you reach your path 

There may be roadblocks on your way 

There may be difficulties at start 

But once you are determined in life 

You will happily strive 

For every roadblock will take you 

A one stop closer to your success in life 

So everything you do is worth the strive 

Success will reach you for sure 

If your means are so very pure!"
Success,Just Go For It,"Success eludes people,
 
Who don't try in life,

Success is achieved,

With the right hard work and strive,
 
Success comes easy to those who want it,

Eventually you will reach your destination,

Which will make your journey a hit!"
Success,Work hard and you will reach where you want,"Work hard and life will follow you 

Work your way out and through 

If success is what you want from life 

Then you also have to strive 

Your way would go and have a count 

You will get what you wanted and through 

All the way only success for you 

Keep that confidence going strong 

It does belong to you!"
Success,It is the way you look for things,"The courage to achieve will take you far 

A will to reach your goals for sure 

It's a journey which will teach you a lot 

The most of all the positive thoughts 

Success will motivate you to do better in life 

So, what if you are finding ways to survive 

Keep you hope and you will reach there 

The road of success is sweet and bare 

You will enjoy it through

Feeling all glee and new!"
Success,Success,"The more you run behind success,

The future it will run away from you. 

So work hard and smart, you'll come out of any mess. 

And success will show when you least expect it to."
Success,Give Your Best,"What is stopping you,
 
Think for a moment and decide,

It is important to surpass the tide,

To achieve what you want,

To be able to flaunt,

You need to keep the momentum going strong,

Then nothing ever can go wrong!"
Success,Smell Success,"Success will come easy,

To those who are determined,
 
To those who have a strong will,

If you have the required skill,

Nothing can stop you,

You will be successful in all your endeavours,

Success will come easy,

If you try hard,

Its all about making a new start!"
Success,You have the talent in you,"You have the talent then prove your point 

Show what you are capable of in life 

Why don't you just spread your wings and fly 

Why do you get scared of one try 

Use your potential and find your role

You will reach your goal 

You will love what you like to do 

You are among the blessed few 

So prove and reach success every way 

Go and have your say!"
Success,Its share of ups and downs,"Success has its share of ups and downs in life, 

But amidst all the struggle and strive, 

It makes you what you want to be 

It gives you many things to see 

Real success comes with being content, 

You know the worth of each penny spent,

All the best for your endeavors!"
Success,You have that drive in you,"You have that drive for passion 

You know your way to achieve the same 

You know the right way in moment 

A moment when you will make your name 

More brighter and more better in life 

A will to make it more than strive 

Have that confidence in you 

To go along the way and through 

To the road of success 

A road made for you!"
Success,You need a wisdom to find,"You need a little wisdom to find your path 

You need a little will to get where you want to 

You need some focus to find your role

Where is your end and there is a goal

You need a little courage to define yourself 

So that you get that success in life 

A success that makes you proud 

This just stands out of the crowd 

That is true success in life!"
Success,Often you will see yourself,"Often you will see yourself fall 

Often the path may be tough to you 

Often you will cry while reaching your way 

Often you will lose your only say 

But, once you reach your destination in life 

Forget about all your strive 

Coz success is as sweet as you can see 

Where you will find your happiness and glee 

So sweet is the success for you 

Found by only the few!"
Success,A Wish for Success,"Don't lose your strength
That will help you to achieve your goals,

Don't lose hope,

Even if it takes a toll,

You will be able to achieve success,

If you strive hard,
 
But, for that you need a right start!"
Success,I have never confessed it,"I have never ever confessed it to you 

That you are my life my sis and through 

I could not have imagined a day without you 

You have helped me to excel through 

You understand my problems 

You also act on it 

You give me the advice when I need it 

You are there like the pillar of my strength in life 

You are there when I need to strive 

Cant thank you enough for always being there 

And showing that you silently care 

I love you my sister,

Stay blessed in life!"
Success,It comes so easy,"Success comes easy to those who will, 

The task seems far

Too far the uphill,

But, if the spirit is there,

Anything can be achieved

Whether it is easy or rear 

Keep the hope alive 

And, you will find your way 

With some strive!"
Success,Know how to value things,"Know the value of time and you shall win 

Know what you really want from within 

For your wishes will take you closer to success 

Success that you desire and is yours 

For being successful, you shall smile

For your every way and every while 

See what reflects comes your way 

See what truly comes today 

Coz success is on the way 

And you shall see it soon!"
Success,Everyone wishes to have success,"Everyone wishes to chase success 

But it does not comes easy in life 

There is lot of hard work on the way 

And a whole lot of strive 

But if you are determined to get there 

There will be no looking back from there 

Success will follow you through 

Only in the days for you 

Success will be yours be assured 

If you keep chasing it through!"
Success,Real success is,"Real success is when you strive for what you want, 

When you have that guts to flaunt 

Not thinking about the world and wise,

When you can alone suffice, 

With your right will and determination, 

Where finally you reach your destination

Real success is hard to find

But it's one of a kind!"
Success,You know it all,"You know you can be successful,

If you have the guts in life,  

You know you can reach so far, 

If your look is towards the star 

You will reach your goal

If you know what is your role

So, all the best for the path

Destination is near, look at it!"
Success,It all starts with your mind,"It all starts with your mind 

The way you act on the situation 

The way you are able to take in your stride 

If you know that you are almost there 

Then there is a need to take care 

Success will come easy with your confidence 

It will show you the true power 

So set your goals and achieve them through 

The taste of success will be sweet and new 

Only for you!"
Success,It is not forever in life,"Success is not permanent in life, 

But, the path of achieving success is important, 

You learn something from it 

It changes you to bit, 

Success may come or may go, 

But, it will always show 

You the true colors of life 

All the best for your future!"
Success,The ray of hope to see in life,"The ray of hope that you can feel 

It is the ray, which will take you far 

Tap on the same and go with your heart 

That will be your bright start 

To achieve things that you want to 

To get that freedom from the blue 

Success is right there waiting for you 

So, embrace it with the feeling all new 

Success is written in your destiny 

You have to make a choice in few!"
Success,It's the final achievement for you,"It's the final achievement which matters 

And not the road that you take 

It's the name that lives all through your life 

The name you finally make 

You have the will to strive for it 

You will do you bit

The confidence and that grace

To win life's every race 

Yes you have it in you 

A potential that is so true 

For that success in life!"
Success,Dreams are for you to chase,"Dreams are free you must watch them 

If you wish for success in life 

Then dream big you will get there 

It is not about the way you dream 

It is about the courage to fulfill the same 

Go out there and make your name 

Have the will to get what you want 

So that you can flaunt 

Your success in your life!"
Success,There are many things,"There are many things you would experience in

The struggle of success, 

Depression, worry and fear, 

But, once your destination is near 

You forget everything on your mind 

That is true success which is one of a kind 

Great yet addictive 

All the best for your future!"
Inspiring,A smile can melt any one,"A smile can just change the world for you 

A smile can change the things so new 

One smile can melt any heart 

It can help you get that perfect start 

A smile can change the way you see 

It can give you space and that glee 

A smile can define your life 

It can easily help you out of strive 

A smile has the power to change your life 

Smile all along and curve that straight line 

A smile is intoxicating as the wine."
Inspiring,I do not take it,"I do not take failure easily in life 

It teaches me the lesson to strive 

I will give the best in things I do 

I know that I have that strength in blue 

Things may go wrong all the way 

Whether or not I lose my say 

My focus will always be strong 

I have that confidence to carry along 

I take my life to be what I am 

It's the position where I wish to stand 

I do not take failure easily in life."
Inspiring,One effort of yours,"One effort of yours can do wonders for you

If you make an effort, you can excel through 

You have that confidence then use it through 

Your effort can make you rise above all 

And even help you to stand so tall 

An effort that can help the way you change 

It will help you to do what you really love 

Don't lose the scope to do things

An effort can also be your saving grace 

It makes a difference on how you face 

The things to come in life!"
Inspiring,If you find that love,"If you find that love then follow your heart 

That love will be purest from start 

If you find true friendship then stick to it 

You will enjoy that friendship in every bit 

If you find solace and peace of mind

Enjoy your time being all kind 

Life gives you not many ways to enjoy 

Do things where you will find the joy 

Enjoy every moment of life!"
Inspiring,If you believe in yourself,"If you believe in yourself you will reach high 

You will have that hope to touch the sky 

For self-belief will take you a long way 

It will help you to have your say 

Your belief can only help you to reach for the star 

And you will reach very far 

So believe that you are truly the best 

Yes you are best in your every test 

So, believe that you can excel through 

In your every way of life and through 

Have that belief in you!"
Inspiring,Road to life and more,"You can take the road less traveled 

And go on the way you want to go 

There will be reasons you have to find 

As nothing easily goes with flow

You need to learn to find your own way 

And upon reaching there, do have a say 

Coz you live only one life to fullest 

So make the most of it come what may 

Lead a good life and have your way!"
Inspiring,Listen to your heart,"Listen to your heart you will get all the answers 

Listen to what your mind has to say 

Don't follow the crowd or thousand people 

You have the will to make your way 

Make it happen and make it big 	

Life will take a turn that way 

You will feel happy in the process to be 

Don't dwell in the past my friend 

That is gone..No need to pretend 

Look forward you will find a new life 

Where there will be only happiness and no strive

Listen to your heart and mind!"
Inspiring,Life is not the same,"Life is not the same all the time 

There is sorrow and there is gloom 

There is happiness and smile too 

You just have to balance your life 

Things that make you pleasant too 

You have to strike a balance 

So that you stay happy in life 

It's not so difficult with your will 

Just have that power to strive 

Life is wonderful and beautiful 

It's just a matter of time 

Stay happy and find a way 

You will surely have a good day 

Keep smiling all the way!"
Inspiring,Do not feel so sad,"Do not feel sad if things do not 

Happen your way,

You always have another chance in 

Life and you have a day.

Prove yourself that you are the best 

Life will reach you in every test 

If you give you, you will lose 

This game of life, 

Your will power will let you strive 

Things that matter forever in time 

Things that change for sure 

Do not feel sad as your life 

Will be wonderful one day 

You will surely have your say 

So have that loving smile today!"
Inspiring,In this world full of,"In this world full of sadness 

You need a reason to smile 

In this world full of chaos

You need to stay happy a while 

You live once so why waste your time 

On things that have no meaning in life 

Just sit one moment and think 

What's the need of this struggle and strive 

If you are not happy from within 

If you think you are wasting your time 

So change the way you live and smile

Coz that way you will stay happy every while 

Just a broad smile!"
Inspiring,It's all within you,"It's all within you and you need to follow your heart 

It's all within you right from the start 

The passion and that chase 

That feeling of going over the stage 

If you make an effort, you will be able to achieve

If you make a effort you will reach 

Depends on your thinking and way in life 

Depends on how much you strive 

To reach there and that place!"
Inspiring,Dream of a better life,"Don't dream of a better tomorrow 

You will keep your present at bay, 

Live for the moment and have a positive say 

You are the best say it today 

Do what you feel and feel that today 

Not like any other day 

Feel like today!"
Inspiring,No one is perfect in life,"Whose perfect in his life?

Yes, no one is really perfect 

So if you think you are too small 

Then your thinking is very wrong 

Each person is special in life 

Each person is beautiful from inside 

God has created such a wonderful life 

So why think about people 

Who bring you down and 

Make you feel so bad about you 	

Look in the mirror and you will 

Know that you are the best in 

Whatever you do, 

Smile because you are beautiful!

Smile as life is wonderful!"
Inspiring,Its a part of your life,"Failures are part of life you must know 

You can't always win in your life 

But if you leave that honest strive 

You won't be able to reach your path

Have faith, as things will change 

You may be feeling down today 

But that won't be the case everyday 

Coz life will change for good 

So just, stick to your gut feeling 

And you will be there soon!"
Inspiring,Keep that spirit going,"You just have to keep that spirit 

And wait for the right time to come 

Things will be better with time 

Things will get on with light 

What do you fear today? 

Of things that happened yesterday 

Take each day with that smile 

Stay happy all the way and while 

Think about all the lovely moments

That will surely change your life 

Do not worry about things 

That do not matter in life 

Just stay happy and have that smile!"
Inspiring,There is sunlight everywhere,"There is sunlight on your window 

Then why do you always see the dark 

There is so much to see around 

Why can't you see that spark? 

Life will be tough for you 	

Life will also give you a clue 

Think about things that make a difference 

Your life will be as wonderful as you are 

Just like the lovely shining star 

Smile because you have a reason 

To be happy you don't need a season 

For life is as wonderful as you see 

Life is really great for you 

Have that smile and love too!"
Inspiring,Turn down a bit,"Things may turn down a bit, 

But that may not be the end

Just hang on as best will come 

Just be there to see a change 

Don't feel radical or strange 

As you deserve the best in life 

Just be there!"
Inspiring,You have a purpose in life,"You have a purpose of life you need to find 

You know that you are confident and kind 

What are you waiting for and for whom 

Show that you are a flower..You can bloom 

Show that you have that potential within 

Show that you can do what you know 

You will have that feeling to show 

You are the one and you should be proud 

You can also stand out of the crowd 

And prove yourself in the game of life 

With your hard work, talent and strive."
Inspiring,Look at the side,"Look at the brightness not the sun

Look at the shine not the moon

Look at the shade of the tree 

Look at the destination and not the way
 
Just go ahead and have your way 

Make your own way!"
Inspiring,You are not yet down,"You are not yet down in life 

There are miles before you give up 

You have the will to face anything that comes your way 

So please never give up 

Life will teach a new lesson each day 

And things might be difficult to say 

But if you know that you will crack it all 

You will be able to stand so tall 

So be there and do that as you have in you 

You will find many things on the other side of life 

So pleasant and new 

So never ever give up!"
Inspiring,Think how I know it all,"Think how you can rise above the rest 

Think how you can pass every test 

Think and you will find your role 

Where there is passion in life 

There is also a definite goal 

Think and act when things are fine

You will focus on things that are prime

Ways are different and means are there 

So go out there and bear 

Don't hold back on things you like 

Coz it's your way and it's your life 

Rise above the rest!"
Inspiring,Its a long way to go,"It's a long way to go and you must know 

That you will face many roadblocks in the way 

But if you quit then you would lose your say 

So do what you really want 

So that you will have a way to flaunt 

Things would be all clear in your mind 

There will not be any stress of any kind

You need to look far from sight 

So that things would be more bright

Its a long way my friend 

So find your true way and smile 

You will be happy in every while!"
Inspiring,If you don't lose hope,"If you don't lose hope you will find your way 

If you don't lose hope you will have your say 

For that one hope in your heart matters a lot 

It keeps you going all the way 

And also gives you a positive thought 

One hope and you will get what you deserve 

So don't lose your hope and stay positive 

And things will be in your favor and you might achieve

Don't ever lose hope in life 

It will help you a lot to strive!"
Inspiring,Just let go of past,"Just let go of the past as it's gone 

You live in present so think about today 

Time will not leave your side anyway 

When you go with time, it will value you more 

Think about your future and set your goal 

Once you are too sure of your role

Nothing can stop you to chase along your dream 

Nothing will go against you or your dream 

Your actions are based on now and time to come 

So have fun today and you will be the one 

Who will stay content in life 

Just let go of your past!"
Inspiring,The road to destiny,"The road of opportunities is on your way 

Have that determination to find it your way 

Strive hard and you will get there one day 

Don't lose hope coz things will be fine 

You will reach there one day and shine 

Time and tide waits for no one

Get along and do what really inspires you 

You will get along the clue 

Things that are meant will come your way 

And you will achieve come what may 

So have that will in you 

Coz life is a journey so new!"
Inspiring,The light at the end,"The light at the end of every dark way 

Shows you that brighten will be the day 

You will be able to chase your dream so big 

And you will have such a joyful day 

When things will favor you and you will have a good time 

So, don't lose faith because you will shine

Just keep your spirit as it is

Coz that will help you to excel through 

Keep your hope alive and through 

And you smile will help to inspire you 

Have a good day 

Coz today is your day!"
Inspiring,You have got to see,"You have got to see the bad in order to see the good 

You have got to understand the things that come your way 

Not every day is same my friend 

There is no ray of happiness or pretend 

Until you have that in mind 

Days when you get all through 

An days when you get to unwind 

Feel the air and it will be your day 

You will easily find your own way 

Why don't you open your arms to change 

Things are easy not so strange 

To keep the hope alive my dear!"
Inspiring,Things may not look so good,"Things may not so look so bright 

But you have to give your best in spite 

For after every struggle you will find that light 

And things may just turn aright 

Struggle only lets you taste the sweetness of success in life 

Without the struggle and that strive 

You will not know what is actually your life 

So do it all with a smile 

And you will stay all good and happy a while 

Keep the things in all your mind 

You will actually find 

Your way in time!"
Inspiring,Life is not so smooth,"Life is not always smooth you know 

Things something gets worse to show 

But if you can surpass that tide 

You don't just need to hide 

For it will be your way then and your light 

Pretty will be every sight 

You will find every reason to smile 

Not once but every while 

So stay happy coz that is the way 

Just feel awesome all the way 

You can do that!"
Inspiring,Be honest you can,"Be honest and you can achieve your goal 

Do your duty to know your role 

If you take the easy way out 

Then you can just get lost in the crowd 

If you take the tough way 

Then you can have your say 

Coz life does not give you a reason 

You need to find the same

In this world full of people 

Its hard to make your name 

So, do your best that you can 

In life's every way and test 

Do good and you can do it!"
Inspiring,May not be the same,"Things may not be so smooth now, 

But, don't focus on when and how, 

Rather focus on things to come, 

You would be able to achieve it all 

Just need to get along and 

You need to stand tall

In spite all the fall!"
Inspiring,You just have to smile,"You just have to smile 

To pass through this tough time 

Smile your way out and you 

Will find a way in your life 

Smile your way out and you 

Will pave your way through strive 

Situations may be tough for you
 
Life will not be easy through 

With your smile you can 

Go through, anything that 

Come your way my dear 

Smile through this tough time 

Wait for that good cheer 

Because your life will change for sure!"
Inspiring,Things go wrong,"Things may go wrong, 

You have to be strong, 

Things may turn bad, 

But please don't be sad 

Have the courage from within

Because you can do everything!"
Inspiring,Forget everything in life,"Forget everything that made you a little sad 

Forget things that had a feeling so bad 

Smile as its another bright new day 

Smile as you will find happiness all the way 

Life cannot be judged by one thing 

It's the feeling of joy that makes you sing 

If you are happy, you will make others happy around 

It's your role that will make a difference in surround 

Forget things that caused the hurt 

For life will take a good turn 

Just believe in yourself."
Inspiring,Move forward in life,"Start upward and then move ahead 

You will go where you want to in life 

If you look down you will have to repent 

For looking upward means, you are positive in life 

And downward means struggle and strive 

Choose your own path and find your way 

You will also have your say 

Move ahead and things will be fine

That is why we call it life!"
Inspiring,If you have the will,"If you have the will to achieve, 

Why don't you go ahead. 

If you have the dare to go,

Why don't you really show 

That you are the best 

Than all the other rest!"
